B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_001E,state,county,tract,block group,GEOID
64.0,56.0,2.0,9.0,65.0,29.0,2.0,19.0,54.0,15.0,100.0,97.0,91.0,82.0,50.0,14.0,749.0,17,031,030702,1,170310307021
3.0,52.0,1.0,5.0,0.0,127.0,3.0,46.0,36.0,95.0,25.0,11.0,42.0,33.0,87.60641960150174,1.0,567.6064196015018,17,031,030702,2,170310307022
137.0,31.0,51.0,0.0,13.0,2.0,9.0,2.0,6.0,52.0,38.0,74.0,24.0,9.0,116.8476628652106,11.0,575.8476628652106,17,031,030703,1,170310307031
158.0,23.0,112.0,34.0,29.0,8.0,0.0,3.0,2.0,29.0,0.0,28.0,32.0,9.0,67.0,14.0,548.0,17,031,030703,2,170310307032
36.0,84.0,45.0,43.0,26.0,42.0,36.0,157.0,90.0,60.0,229.0,105.0,85.0,48.0,80.98229527513085,7.0,1173.9822952751308,17,031,030703,3,170310307033
199.0,140.0,31.0,78.0,53.0,269.0,96.0,119.0,40.0,158.0,282.0,209.0,171.0,82.0,103.68093244778163,2.0,2032.6809324477817,17,031,030706,1,170310307061
154.0,31.0,140.0,8.0,191.0,56.0,78.0,2.0,5.0,73.0,97.0,61.0,47.0,104.0,131.64552299804333,2.0,1180.6455229980434,17,031,030706,2,170310307062
126.0,14.0,35.0,11.0,10.0,1.0,17.0,148.0,162.0,21.0,92.0,224.0,153.0,17.0,69.0,7.0,1107.0,17,031,030800,1,170310308001
0.0,0.0,1.0,0.0,6.0,24.0,90.0,25.0,15.0,8.0,46.0,112.0,108.0,179.0,143.01439328263953,9.0,766.0143932826395,17,031,030800,2,170310308002
114.0,4.0,8.0,42.0,33.0,18.0,3.0,0.0,9.0,3.0,196.0,59.0,37.0,36.0,133.58170948759965,13.0,708.5817094875997,17,031,030800,3,170310308003
14.0,42.0,2.0,171.0,54.0,22.0,2.0,7.0,0.0,227.0,122.0,19.0,112.0,78.0,110.77315001893069,13.0,995.7731500189307,17,031,030800,4,170310308004
5.0,12.0,5.0,1.0,0.0,8.0,13.0,11.0,37.0,3.0,67.0,35.0,68.0,60.0,60.0,2.0,387.0,17,031,030900,1,170310309001
16.0,1.0,24.0,66.0,77.0,40.0,13.0,30.0,7.0,91.0,36.0,230.0,57.0,57.0,158.54630003786139,13.0,916.5463000378613,17,031,030900,2,170310309002
1.0,0.0,2.0,9.0,7.0,10.0,21.0,21.0,45.0,5.0,97.0,384.0,150.0,78.0,136.78384935476691,10.0,976.783849354767,17,031,030900,3,170310309003
27.0,0.0,2.0,11.0,4.0,3.0,0.0,46.0,41.0,73.0,184.0,167.0,16.0,53.0,68.0,11.0,706.0,17,031,030900,4,170310309004
77.0,0.0,97.0,15.0,82.0,20.0,29.0,37.0,11.0,2.0,48.0,190.0,176.0,63.0,103.258947988578,12.0,962.258947988578,17,031,031000,1,170310310001
3.0,5.0,86.0,21.0,29.0,49.0,25.0,1.0,12.0,130.0,165.0,104.0,52.0,89.0,86.90077703981802,11.0,868.9007770398181,17,031,031000,2,170310310002
67.0,58.0,6.0,8.0,10.0,54.0,7.0,67.0,60.0,144.0,130.0,234.0,109.0,59.0,133.8476628652106,12.0,1158.8476628652106,17,031,031000,3,170310310003
13.0,66.0,47.0,3.0,27.0,28.0,79.0,83.0,125.0,41.0,261.0,250.0,315.0,132.0,126.61011354830505,15.0,1611.610113548305,17,031,031100,1,170310311001
174.0,78.0,0.0,9.0,94.0,1.0,46.0,0.0,75.0,43.0,20.0,6.0,19.0,17.0,133.53560070202514,8.0,723.5356007020251,17,031,031100,2,170310311002
3.0,36.0,104.0,76.0,31.0,19.0,119.0,29.0,23.0,17.0,31.0,195.0,171.0,204.0,108.88307231494889,2.0,1168.8830723149488,17,031,031100,3,170310311003
234.0,190.0,175.0,8.0,6.0,0.0,22.0,6.0,17.0,1.0,42.0,183.0,32.0,72.0,132.8476628652106,0.0,1120.8476628652106,17,031,031200,1,170310312001
286.0,76.0,25.0,52.0,3.0,0.0,50.0,2.0,22.0,85.0,53.0,50.0,15.0,7.0,95.0745128462799,5.0,826.07451284628,17,031,031200,2,170310312002
689.0,49.0,123.0,18.0,8.0,4.0,0.0,0.0,0.0,4.0,2.0,53.0,13.0,27.0,65.0,7.0,1062.0,17,031,031200,3,170310312003
359.0,190.0,38.0,87.0,42.0,75.0,62.0,1.0,1.0,136.0,5.0,87.0,78.0,33.0,99.0,11.0,1304.0,17,031,031200,4,170310312004
78.0,34.0,0.0,173.0,73.0,100.0,28.0,10.0,0.0,225.0,4.0,105.0,42.0,18.0,68.2943574383163,15.0,973.2943574383163,17,031,031300,1,170310313001
57.0,9.0,16.0,96.0,29.0,28.0,14.0,57.0,139.0,136.0,207.0,172.0,88.0,56.0,107.43268379503986,7.0,1218.4326837950398,17,031,031300,2,170310313002
223.0,4.0,3.0,0.0,0.0,134.0,78.0,0.0,3.0,1.0,1.0,12.0,116.0,12.0,78.0,14.0,679.0,17,031,031300,3,170310313003
769.0,174.0,108.0,114.0,139.0,105.0,120.0,9.0,1.0,89.0,146.0,5.0,33.0,79.0,97.57101015176343,7.0,1995.5710101517634,17,031,031300,4,170310313004
139.0,96.0,258.0,39.0,69.0,94.0,43.0,85.0,12.0,45.0,86.0,497.0,162.0,19.0,153.31575610998874,7.0,1804.3157561099888,17,031,031300,5,170310313005
4.0,0.0,133.0,81.0,20.0,19.0,12.0,23.0,68.0,204.0,59.0,136.0,338.0,168.0,150.0782067930832,7.0,1422.0782067930832,17,031,031400,1,170310314001
31.0,6.0,6.0,2.0,1.0,1.0,10.0,33.0,12.0,94.0,80.0,193.0,67.0,65.0,139.968284497065,12.0,752.968284497065,17,031,031400,2,170310314002
27.0,1.0,7.0,50.0,4.0,22.0,42.0,0.0,59.0,76.0,49.0,192.0,87.0,11.0,63.82626419353812,3.0,693.8262641935381,17,031,031400,3,170310314003
6.0,84.0,43.0,35.0,0.0,28.0,0.0,8.0,92.0,246.0,65.0,63.0,195.0,44.0,98.60641960150174,4.0,1011.6064196015018,17,031,031400,5,170310314005
41.0,1.0,0.0,14.0,2.0,71.0,4.0,6.0,11.0,15.0,55.0,11.0,88.0,109.0,69.0,6.0,503.0,17,031,031400,6,170310314006
76.0,125.0,37.0,3.0,90.0,12.0,14.0,2.0,11.0,1.0,0.0,15.0,103.0,21.0,84.20213986716725,0.0,594.2021398671673,17,031,031501,1,170310315011
161.0,74.0,160.0,111.0,0.0,48.0,34.0,0.0,0.0,2.0,33.0,265.0,200.0,13.0,85.34046622389081,13.0,1199.3404662238909,17,031,031501,2,170310315012
281.0,35.0,14.0,9.0,0.0,19.0,0.0,67.0,40.0,70.0,0.0,89.0,21.0,10.0,68.67023311194541,15.0,738.6702331119454,17,031,031501,3,170310315013
180.0,5.0,173.0,70.0,95.0,157.0,53.0,48.0,44.0,88.0,141.0,201.0,71.0,83.0,96.12062163185442,10.0,1515.1206216318544,17,031,031502,1,170310315021
318.0,79.0,166.0,1.0,19.0,1.0,19.0,0.0,39.0,39.0,41.0,107.0,32.0,42.0,80.98229527513085,7.0,990.9822952751308,17,031,031502,2,170310315022
